name,description
C0567041,small uterus
C0567051,is irregular in shape
C0567083,tender uterus
C0567126,Irregular lac
C0567158,fundus firm
C0567177,cervix dilated
C0567179,closed cervix
C0567196,anterior cervical
C0567198,posterior cervical
C0567214,cervical bleeding
C0567261,normal ovary
C0567343,brush biopsy
C0567474,breast deformity
C0567478,soft bread
C0567489,breast lesion
C0567498,normal breast
C0567499,breast problems
C0568062,methotrexate toxicity
C0568180,lithium toxicity
C0570410,adverse reaction to statins
C0570646,lidocaine allergy
C0571388,vancomycin allergy
C0571417,amoxicillin allergy
C0571444,cephalosporin allergy
C0571478,metronidazole allergy
C0571496,doxycycline allergy
C0571622,insulin allergy
C0571776,heparin allergy
C0571818,iodine allergy
C0572025,acetaminophen overdose
C0572035,salicylate overdose
C0572036,aspirin overdose
C0572058,methadone overdose
C0572070,heroin overdose
C0572079,morphine overdose
C0572088,fentanyl overdose
C0572145,dose ibuprofen
C0572713,antidepressant overdose
C0572714,lithium overdose
C0572800,sertraline overdose
C0572833,Trazodone overdose
C0572867,phenobarbital overdose
C0572933,benzodiazepine overdose
C0572995,diazepam overdose
C0573166,amphetamine overdose
C0573196,of cocaine overdose
C0573209,beta blocker overdose
C0573225,nicotine overdose
C0573229,calcium channel blocker overdose
C0573261,clonidine overdose
C0573289,Diphenhydramine overdose
C0573713,insulin overdose
C0573925,digoxin overdose
C0573977,no focal neuro
C0573980,tender abdomen
C0574002,pedal edema
C0574032,infusions
C0574035,motorcycle accident
C0574042,hand ganglion
C0574058,expiratory grunts
C0574068,rib pain
C0574135,oral steroid therapy
C0574729,skin clean
C0574741,bleeding skin
C0574760,Normal nails
C0574761,nail problems
C0574767,black hairs
C0574769,balding
C0574776,healing wound
C0574785,lower urinary tract symptoms
C0574931,point lesion
C0574941,inflammed joints
C0574960,of sacroiliitis
C0574995,Hip laxity
C0575034,warm joints
C0575044,joint problems
C0575059,Spastic quadriparesis
C0575081,gait disturbance
C0575090,balance problems
C0575122,Small elderly
C0575132,narrowing of one
C0575141,Otolaryngologic
C0575164,Large neck
C0575165,small neck
C0575167,neck deformity
C0575170,Cervical kyphosis
C0575270,scoliosis of thoracic spine
C0575497,Short sternum
C0575503,sternum pain
C0575507,fib deformity
C0575512,ribs tender
C0575513,non-tender non
C0575516,arm small
C0575519,long arm
C0575545,shoulder range of motion
C0575624,shoulder instability
C0575801,and size
C0575802,Small hand
C0575805,hand swelling
C0575810,hand weakness
C0575827,small finger
C0575987,leg size
C0575989,long leg
C0575990,leg deformity
C0576002,hip range of motion
C0576094,knee range of motion
C0576233,foot weakness
C0576239,Normal feet
C0576331,lesions toes
C0576414,amputated toes
C0576456,poor feeding
C0576467,bladder dilation
C0576471,brain findings
C0576479,left-sided neglect
C0576702,Lhermitte's phenomenon
C0576709,Normal sensation
C0576734,Mesenteric lymph nodes
C0576748,Excision of acoustic neuroma
C0576763,basal cell carcinoma excision
C0576773,Subcutaneous infusion
C0576780,toe nail removal
C0576791,digital nerve
C0576848,clear red
C0576927,Normal ears
C0576962,dental problems
C0576971,tongue lesion
C0576974,tongue normal
C0576981,parotid cyst
C0577002,normal throat
C0577003,throat problem
C0577006,esophageal findings
C0577007,esophageal lesion
C0577008,Esophageal Mass
C0577015,Normal esophagus
C0577018,Gastric Mass
C0577026,Normal stomach
C0577027,Stomach problem
C0577045,liver palpable
C0577050,hard liver
C0577053,hepatic lesions
C0577059,normal liver
C0577060,liver problems
C0577063,absent gallbladder
C0577066,enlarged gallbladder
C0577075,normal gallbladder
C0577076,gallbladder problems
C0577115,soft stool
C0577171,kidney tenderness
C0577178,large bladder
C0577179,small bladder
C0577180,bladder lesions
C0577182,bladder tender
C0577250,Normal penis
C0577310,sebaceous cyst removal
C0577356,or driving
C0577368,"does ride
a bicycle"
C0577529,get care
C0577559,mass
C0577560,eye mass
C0577573,Mass
C0577598,arm swelling
C0577599,No swelling
C0577619,allergic to strawberries
C0577620,nut allergies
C0577625,shellfish allergy
C0577627,metal allergy
C0577628,a latex allergy
C0577629,ischemic feet
C0577631,carotid atherosclerosis
C0577635,finger nodules
C0577655,quadriceps weakness
C0577659,axillary pain
C0577698,exertional angina
C0577702,lower lobe pneumonia
C0577708,e coli urinary tract infection
C0577717,toe ulcer
C0577718,heel ulcer
C0577720,knee ulcer
C0577725,Anterior mediastinal mass
C0577728,greater trochanter fracture
C0577730,distress at home
C0577821,heart sounds normal
C0577822,abnormal heart sound
C0577850,absent peripheral pulses
C0577877,nasal lesion
C0577887,sinus problems
C0577903,vocal cord lesion
C0577916,lung lesion
C0577946,tympanic
C0577961,inspiratory rales
C0577962,Expiratory crackles
C0577979,frothy sputum
C0577984,foul smelling sputum
C0577992,flexible cystoscopy
C0578000,pink puffer
C0578014,normal hand
C0578018,off feet
C0578040,lip lesion
C0578122,portal vein embolization
C0578159,antibiotic-associated diarrhea
C0578264,wheelchair mobility
C0578395,chest clear
C0578437,ischemic foot
C0578438,sigmoid colon adenocarcinoma
C0578446,brain hematoma
C0578451,femur pain
C0578454,neck swelling
C0578475,cyanotic episode
C0578491,site infection
C0578503,abnormal vaginal bleeding
C0578511,urine appearance
C0578531,skin dimpling
C0578537,pulmonary cavitation
C0578538,stool color
C0578554,bronchodilator therapy
C0578575,Type A aortic dissection
C0578617,pupils equal
C0578624,normal pupil
C0578626,blue eyes
C0578671,moves
C0578673,difficulty moving
C0578694,kicking leg
C0578735,axillary lymphadenopathy
C0578736,inguinal lymphadenopathy
C0578757,normal newborn
C0578818,further education
C0578863,normal intraocular pressure
C0578867,and ligamentum
C0578870,Chronic idiopathic urticaria
C0578884,during relative
C0578994,taste in mouth
C0579016,tamponade
C0579085,back problems
C0579086,bowel problem
C0579118,home assessment
C0579133,aortic diameter
C0579142,opiate overdose
C0579152,bladder problems
C0580085,pregnant wife
C0580105,medication change
C0580173,Neurogenic claudication
C0580174,Portal hypertensive gastropathy
C0580178,duodenal varices
C0580327,antibody test
C0580333,urine nitritie
C0580343,positive stool culture
C0580344,mouth swabs
C0580351,given treatment
C0580405,mycoplasma titers
C0580413,Decreased PO
C0580418,low ferritin level
C0580459,cortisol level normal
C0580477,normal serum potassium level
C0580493,low serum albumin
C0580531,abnormal white blood cell count
C0580543,TYPABLE
C0580545,normoglycemic
C0580643,wart removal
C0580646,skin repair
C0580781,left ventricle apex
C0580812,walking up hills
C0580841,pushes
C0580846,pulled
C0580859,position changes
C0580931,in care
C0580939,conscientious
C0580944,blood pressure lying
C0580945,standing blood pressure
C0580948,carboxyhemoglobin level
C0580952,myeloblasts
C0581007,are relatively
C0581118,Abnormal ultrasound
C0581126,severe asthma
C0581135,child birth
C0581269,thoracic spine
C0581276,liver needle biopsy
C0581294,buttock swelling
C0581296,intracranial lesions
C0581310,scalp injury
C0581323,clavicle pain
C0581339,scalp infection
C0581342,Redundant skin
C0581354,Recurrent sinusitis
C0581358,gastric spasm
C0581360,bleeding diverticulosis
C0581366,recurrent cystitis
C0581381,recurrent URIs
C0581384,chronic anemia
C0581385,calcified lymph node
C0581386,chronic anxiety
C0581391,chronic depression
C0581394,leg swelling
C0581395,penile infection
C0581447,Arterial Catheter
C0581480,pancreatogram
C0581495,urethrogram
C0581603,revascularization surgery
C0581619,cervical spinal cord
C0581620,thoracic spinal cord
C0581631,cervical nerve roots
C0581666,lumbar nerve roots
C0581668,and muscle
C0581672,sacral nerve root
C0581712,devascularization
C0581753,foot muscles
C0581758,nuchal
C0581847,blue fingers
C0581848,blue toes
C0581867,tongue symptoms
C0581869,abdominal wall pain
C0581870,hunger pangs
C0581876,infant crying
C0581879,feeling faint
C0581880,morning headache
C0581881,heavy headed
C0581883,complete hearing loss
C0581901,debt
C0581911,heavy l
C0581912,feeling heavy
C0582051,Warm
C0582066,blue skin
C0582067,skin pink
C0582103,Exam
C0582114,do not resuscitate status
C0582124,nerve stimulator
C0582147,risk for infection
C0582148,Pain score
C0582154,difficulty coping
C0582157,at risk of abuse
C0582240,costal margin
C0582411,pulmonary venous congestion
C0582415,acute asthma
C0582456,at risk of injury
C0582480,humidified oxygen
C0582496,suicidal intent
C0582550,ability to reason
C0582637,IDS
C0582802,digits
C0582816,superior oblique
C0582818,superior rectus
C0582819,inferior rectus
C0582820,medial rectus
C0582821,bilateral rectus
C0583329,triglyceride measurement
C0583332,serum glucose level
C0583803,doctor referred
C0584227,uncinate process
C0584640,"the
tibial plateau"
C0584784,Small pink
C0584837,Choanal stenosis
C0584869,supraspinatus
C0584876,toe bone
C0584877,percutaneous tracheostomy
C0584882,infraspinati
C0584884,subscapular
C0584891,adductor longus
C0584894,rectus femoris
C0584895,hamstrings
C0584928,scalp vein
C0584951,ability to process information
C0584960,Factor V Leiden
C0584992,inability to write
C0584995,Difficulty writing
C0585012,gastric stricture
C0585048,the metacarpophalangeal joints
C0585059,displaced fracture
C0585061,angulated fracture
C0585100,gastroenterostomy
C0585104,left lower lobe pneumonia
C0585105,right lower lobe pneumonia
C0585123,occipital hematoma
C0585129,retroperitoneal sarcoma
C0585136,gastric retention
C0585179,Roux en Y Gastric Bypass
C0585229,Multiple lacunar infarcts
C0585249,inguinal hematoma
C0585250,thigh hematoma
C0585274,periodic syndrome
C0585350,mucous discharge
C0585362,Squamous cell carcinoma of mouth
C0585442,bone cancer
C0585458,cecectomy
C0585464,Laparoscopic right hemicolectomy
C0585544,beat nystagmus
C0585545,2 beat nystagmus
C0585569,abdominal aortic aneurysm stent
C0585574,pectoralis major
C0585632,diagnostic bronchoscopy
C0585636,upper eyelid
C0585667,ventriculoscopy
C0585710,blow nose
C0585941,antihypertensive therapy
C0585948,back lipoma
C0585968,a pulmonary emboli
C0586003,discharge from hospital
C0586090,psychiatrist referral
C0586103,gross morphologic
C0586182,meeting conference
C0586283,elbow replacement
C0586303,certificate
C0586323,alcohol withdrawal seizures
C0586324,a right sided
C0586354,Esophageal Dysplasia
C0586364,PanIN-2
C0586391,shin ulcer
C0586392,Parkinsonian tremor
C0586406,eye symptoms
C0586407,in symptoms
C0586514,Discharge status
C0586553,high TSH
C0586555,epigastric mass
C0586557,accident at work
C0586558,thickened toenails
C0586734,Absent patella
C0586735,t osteoarthritis
C0586737,Bladder polyp
C0586739,inability to read
C0586745,cold foot
C0586750,coughing exercises
C0586793,inhaled steroid use
C0586806,power of attorney
C0586954,skin tag removal
C0586989,varicella zoster infection
C0587051,lumbar mass
C0587052,hilar mass
C0587053,normal height
C0587054,numbness in fingers
C0587056,toe numbness
C0587081,Labs
C0587094,breast calcifications
C0587133,reflex hammer
C0587180,serum amino acids
C0587185,urine albumin
C0587240,bone erosion
C0587246,extremity weakness
C0587335,heel blister
C0587355,serum electrolytes
C0587356,serum sodium level
C0587362,urine electrolytes
C0587366,cocaine urine
C0587569,medical services
C0587572,east medicine service
C0587580,endocrinology service
C0587588,elderly services
C0587593,rheumatology service
C0587597,OBSTETRICS
C0587599,Pediatrics
C0587660,rehabilitation service
C0587668,Surgical
C0587766,nasojejunal feeding
C0587776,anca negative
C0588006,mild depression
C0588007,moderate depression
C0588008,severe depression
C0588012,poor diet
C0588054,cervical lymph nodes
C0588055,mediastinal lymph nodes
C0588058,abdominal lymph nodes
C0588136,heart valve function
C0588193,femur diaphysis
C0588197,distal fibular
C0588198,proximal tibia
C0588200,distal tibia
C0588201,proximal ulna
C0588202,methadone maintenance
C0588203,distal distal
C0588207,distal radius
C0588210,shaft humerus
C0588211,distal humerus
C0588388,general assessment
C0588436,self-monitoring
C0588438,work assessment
C0588446,Informed patient
C0588464,exercise prescription
C0589102,visual attention
C0589114,bilateral tubal ligation
C0589120,FOLLOW UP
C0589121,follow up visit
C0589274,Swallowing Therapy
C0589276,swallowing exercises
C0589344,lumbar support
C0589385,transgastric
C0589434,word searching
C0589507,initiation
C0589567,placement procedure
C0589978,IMIPRAMINE HCL
C0590323,gauze
C0590658,adalat
C0590671,cadizem
C0590683,tildiem
C0590690,Imdur
C0590695,monitr
C0590705,MINITRAN
C0590706,Nitrocine
C0590708,Nitrolingual
C0590720,isordil
C0590743,Atenolol/Chlorthalidone
C0591030,Accuretic
C0591037,Adalat
C0591050,Albumin
C0591054,aldactone
C0591055,Aldomet
C0591063,alkeran
C0591068,Alophen
C0591076,AmBisome
C0591091,Romazicon
C0591096,antabuse
C0591101,Anusol HC
C0591113,arret
C0591114,artane
C0591126,at 10
C0591130,atrovent
C0591132,Augmentin
C0591139,bactrim
C0591154,Beconase
C0591159,Benemid
C0591162,Benylin
C0591174,Betagan
C0591175,-Betaloc
C0591204,ruminate
C0591213,Calcijex
C0591224,Capoten
C0591228,Carac
C0591232,cardene
C0591233,Cardene SR
C0591236,Carnitor
C0591237,casodex
C0591238,caverject
C0591251,Chloromycetin
C0591267,Clinoril
C0591268,Clomid
C0591275,Cogentin
C0591276,Colestid
C0591282,Combivent
C0591291,Cordarone
C0591292,Corgard
C0591301,cozaar
C0591305,iuprofen
C0591321,Cytotec
C0591326,DARAPRIM
C0591337,Demser
C0591350,Desferal
C0591355,Dexedrine
C0591359,diabinese
C0591362,Diamox
C0591373,Didronel
C0591395,Ditropan
C0591407,DOUBLE CHECKED
C0591410,Dramamine
C0591411,Dristan
C0591412,Eulexin
C0591416,dulcolax
C0591423,DURAGESIC
C0591424,Serzone
C0591434,edecrin
C0591437,Effexor
C0591454,Epipen
C0591455,Equanil
C0591465,ESTRING
C0591478,famvir
C0591516,Fleet
C0591518,flexing
C0591520,Flixonase
C0591524,Fluarix
C0591569,Glucagen
C0591572,Precose
C0591573,"on
Glucophage"
C0591585,Haldol
C0591602,Hiprex
C0591617,hydrea
C0591621,hydromet
C0591623,Hygroton
C0591628,hytrin
C0591635,Imodium
C0591636,Inderal
C0591638,INDERAL LA
C0591652,Intal
C0591654,IOPIDINE
C0591691,konsyl
C0591701,Lanacane
C0591720,Lescol
C0591721,expec
C0591727,ingrained
C0591742,Losec
C0591749,Maalox Plus
C0591750,Macrobid
C0591755,Marplan
C0591764,medis
C0591768,MELLARIL
C0591774,meronem
C0591789,Milk of Magnesia
C0591806,Minocin
C0591811,Mirena
C0591814,Lipanor
C0591833,URINE
C0591842,previa
C0591848,Natrilis
C0591863,nicotine
C0591866,Nipride
C0591894,Nytol
C0591904,Oncovin
C0591908,pilon
C0591910,OPTICROM
C0591912,Optimind
C0591917,Oramorph
C0591918,Orap
C0591927,Oruvail
C0591964,Pepcid AC
C0591971,3. Phenergan
C0591987,postMI
C0591995,refil
C0592021,Pulmicort
C0592024,Pylori
C0592046,ReoPro
C0592055,rheumo
C0592056,RHINOCORT AQUA
C0592071,Risperdal
C0592075,robinul
C0592076,Rocaltrol
C0592081,Frozex
C0592090,albulin
C0592104,Seconal Sodium
C0592107,Semprex D
C0592116,metoloprolol
C0592118,slow flow
C0592125,Sominex
C0592139,stemetil
C0592157,Tagamet
C0592158,Tambocor
C0592163,Tegretol XR
C0592168,Tenormin
C0592178,trachel
C0592195,Trandate
C0592204,strides
C0592217,Titropium
C0592218,Trusopt
C0592238,vagifem
C0592240,Vagisil
C0592245,Valtrex
C0592249,Videx
C0592261,Volmax
C0592264,Voltaren
C0592278,Zantac
C0592290,ZOVIRAX
C0592502,generic name
C0592503,brand name
C0592528,DaunoXome
C0592533,-Foradil
C0592557,metop
C0592558,CELLCEPT
C0592680,mobic
C0592769,clear e
C0592770,eye moisture
C0592779,METHADOSE
C0592792,Campral
C0592931,Macular
C0593051,OPTIRAY
C0593342,-Requip
C0593507,Advil
C0593762,retin
C0593802,"aromatase
inhibitor"
C0593887,Xalatan
C0593906,Lipitor
C0593928,Entocort
C0593946,differing
C0594040,Nasacort
C0594239,Feldene
C0594245,anbesol
C0594372,avonex
C0594405,Zomig
C0594452,"Alphagan
2"
C0594492,NASONEX
C0594660,merge
C0594673,andrenal
C0595028,Effexor XR
C0595096,metronidazole vaginal
C0595112,Amaryl
C0595126,Vesanoid
C0595276,Tasmar
C0595301,Avapro
C0595310,glucose testing
C0595375,cyanide antidote
